追跡番号,取扱局／支店名（外国交換局名）,取扱日時,ステータスコード,ステータス
494736042791,八王子西郵便局,2023/12/22 11:52:46,52,お届け先にお届け済み
494736043141,和歌山中央郵便局,2023/12/23 03:58:11,30,到着
494736043141,和歌山中央郵便局,2023/12/23 08:43:37,50,持ち出し中
494736043141,和歌山中央郵便局,2023/12/23 15:45:31,52,お届け先にお届け済み
494736045823,那覇中央郵便局,2023/12/25 17:32:16,30,到着
494736045823,那覇中央郵便局,2023/12/26 08:37:52,50,持ち出し中
494736047993,美浜郵便局,2023/12/22 05:01:27,30,到着
494736047993,美浜郵便局,2023/12/22 08:36:27,50,持ち出し中
494736047993,美浜郵便局,2023/12/22 12:26:46,52,お届け先にお届け済み
494736059016,船橋郵便局,2023/12/22 01:36:09,30,到着
494736059016,船橋郵便局,2023/12/22 08:17:29,50,持ち出し中
494736059016,船橋郵便局,2023/12/22 14:40:39,52,お届け先にお届け済み
494736064185,浜松郵便局,2023/12/22 20:20:52,30,到着
494736064185,浜松郵便局,2023/12/23 09:51:42,50,持ち出し中
494736064185,浜松郵便局,2023/12/23 12:12:16,52,お届け先にお届け済み
494736077021,川越西郵便局,2023/12/22 01:06:03,30,到着
494736077021,川越西郵便局,2023/12/22 07:49:04,50,持ち出し中
494736077021,川越西郵便局,2023/12/22 10:25:49,52,お届け先にお届け済み
494736081803,都筑郵便局,2023/12/22 07:38:04,30,到着
494736081803,都筑郵便局,2023/12/22 15:21:47,50,持ち出し中
494736081803,都筑郵便局,2023/12/22 17:52:45,52,お届け先にお届け済み
494736090332,山城八幡郵便局（久御山）,2023/12/22 12:50:05,30,到着
494736090332,山城八幡郵便局（久御山）,2023/12/22 14:59:25,50,持ち出し中
494736090332,山城八幡郵便局（久御山）,2023/12/22 15:48:45,52,お届け先にお届け済み
494736091382,西春郵便局,2023/12/22 07:17:37,30,到着
494736091382,西春郵便局,2023/12/22 08:53:17,50,持ち出し中
494736091382,西春郵便局,2023/12/22 12:40:18,52,お届け先にお届け済み
494736093725,春日部郵便局,2023/12/22 06:11:50,30,到着
494736093725,春日部郵便局,2023/12/22 10:17:06,50,持ち出し中
494736093725,春日部郵便局,2023/12/22 10:18:21,51,ご不在のため持ち戻り
494736093725,春日部郵便局,2023/12/22 14:51:45,52,お届け先にお届け済み
494736094042,代々木郵便局,2023/12/22 01:29:12,30,到着
494736094042,代々木郵便局,2023/12/22 16:08:00,50,持ち出し中
494736094042,代々木郵便局,2023/12/22 16:08:37,52,お届け先にお届け済み
494736094521,浜松北郵便局,2023/12/22 20:37:12,30,到着
494736094521,浜松北郵便局,2023/12/23 09:54:41,50,持ち出し中
494736094521,浜松北郵便局,2023/12/23 10:28:14,52,お届け先にお届け済み
494736094580,熊谷郵便局,2023/12/22 06:46:15,30,到着
494736094580,熊谷郵便局,2023/12/22 08:34:57,50,持ち出し中
494736094580,熊谷郵便局,2023/12/22 14:45:21,52,お届け先にお届け済み
494736094882,天王寺郵便局,2023/12/22 22:02:37,30,到着
494736094882,天王寺郵便局,2023/12/23 08:16:11,50,持ち出し中
494736094882,天王寺郵便局,2023/12/23 12:36:43,52,お届け先にお届け済み
494736095140,平塚郵便局,2023/12/22 05:42:27,30,到着
494736095140,平塚郵便局,2023/12/22 08:56:32,50,持ち出し中
494736095140,平塚郵便局,2023/12/22 11:32:00,52,お届け先にお届け済み
494736095803,八王子南郵便局,2023/12/22 04:39:34,30,到着
494736095803,八王子南郵便局,2023/12/22 11:42:23,50,持ち出し中
494736095803,八王子南郵便局,2023/12/22 15:18:51,52,お届け先にお届け済み
494736098043,杉並郵便局,2023/12/22 04:45:57,30,到着
494736098043,杉並郵便局,2023/12/22 08:19:50,50,持ち出し中
494736098043,杉並郵便局,2023/12/22 15:49:10,52,お届け先にお届け済み
494736098323,堺中郵便局,2023/12/22 20:17:54,30,到着
494736098323,堺中郵便局,2023/12/23 17:58:17,64,保管
494736098323,堺中郵便局,2023/12/23 17:57:01,50,持ち出し中
494736098323,堺中郵便局,2023/12/24 10:27:35,50,持ち出し中
494736098323,堺中郵便局,2023/12/24 10:51:52,52,お届け先にお届け済み
494736098393,江南郵便局,2023/12/22 07:01:00,30,到着
494736098393,江南郵便局,2023/12/22 13:33:35,50,持ち出し中
494736098393,江南郵便局,2023/12/22 15:54:42,52,お届け先にお届け済み
494736098710,宜野湾郵便局,2023/12/25 21:11:54,30,到着
494736100224,住之江郵便局,2023/12/22 18:53:06,30,到着
494736100224,住之江郵便局,2023/12/23 13:57:55,50,持ち出し中
494736100224,住之江郵便局,2023/12/23 14:56:53,52,お届け先にお届け済み
494736100681,小山郵便局,2023/12/22 05:16:32,30,到着
494736100681,小山郵便局,2023/12/22 08:22:52,50,持ち出し中
494736100681,小山郵便局,2023/12/22 10:45:38,52,お届け先にお届け済み
494736101790,浜松東郵便局,2023/12/22 13:44:19,30,到着
494736101790,浜松東郵便局,2023/12/23 08:35:02,50,持ち出し中
494736101790,浜松東郵便局,2023/12/23 14:17:49,52,お届け先にお届け済み
494736103002,厚木北郵便局,2023/12/22 06:17:09,30,到着
494736103002,厚木北郵便局,2023/12/22 08:28:06,50,持ち出し中
494736103002,厚木北郵便局,2023/12/22 15:22:40,52,お届け先にお届け済み
494736104030,帯広郵便局,2023/12/23 14:13:14,30,到着
494736104030,帯広郵便局,2023/12/24 13:08:36,50,持ち出し中
494736104030,帯広郵便局,2023/12/24 13:54:25,52,お届け先にお届け済み
494736104855,日野郵便局,2023/12/22 06:29:33,30,到着
494736104855,日野郵便局,2023/12/22 09:54:44,50,持ち出し中
494736104855,日野郵便局,2023/12/22 17:38:08,52,お届け先にお届け済み
494736105802,蟹江郵便局,2023/12/22 07:25:07,30,到着
494736105802,蟹江郵便局,2023/12/22 14:14:17,50,持ち出し中
494736105802,蟹江郵便局,2023/12/22 15:04:00,52,お届け先にお届け済み
494736106034,沼津郵便局,2023/12/22 05:58:47,30,到着
494736106034,沼津郵便局,2023/12/22 10:09:46,50,持ち出し中
494736106034,沼津郵便局,2023/12/22 15:47:25,52,お届け先にお届け済み
494736106163,三島郵便局,2023/12/22 06:58:28,30,到着
494736106163,三島郵便局,2023/12/22 10:02:24,50,持ち出し中
494736106163,三島郵便局,2023/12/22 15:18:25,52,お届け先にお届け済み
494736113454,浦安郵便局,2023/12/22 01:58:24,30,到着
494736113454,浦安郵便局,2023/12/22 07:49:55,62,差出人に返送
494736113454,城東郵便局,2023/12/23 03:41:37,30,到着
494736113454,城東郵便局,2023/12/23 10:16:46,50,持ち出し中
494736113454,城東郵便局,2023/12/23 15:15:17,52,お届け先にお届け済み
494736113885,千歳郵便局,2023/12/22 02:34:42,30,到着
494736113885,千歳郵便局,2023/12/22 08:22:26,50,持ち出し中
494736113885,千歳郵便局,2023/12/22 14:40:06,52,お届け先にお届け済み
494736114165,首里北郵便局,2023/12/26 06:39:13,30,到着
494736114165,首里北郵便局,2023/12/26 09:08:58,50,持ち出し中
494736117540,千歳郵便局,2023/12/22 02:34:56,30,到着
494736117540,千歳郵便局,2023/12/22 09:43:09,50,持ち出し中
494736117540,千歳郵便局,2023/12/22 10:37:42,52,お届け先にお届け済み
494736123405,塩釜郵便局（松島）,2023/12/23 07:22:44,30,到着
494736123405,塩釜郵便局（松島）,2023/12/23 08:43:31,50,持ち出し中
494736123405,塩釜郵便局（松島）,2023/12/23 13:55:55,52,お届け先にお届け済み
494736127071,那覇東郵便局,2023/12/25 21:08:52,30,到着
494736127071,那覇東郵便局,2023/12/26 08:35:04,50,持ち出し中
494736127410,草加郵便局,2023/12/22 06:30:59,30,到着
494736127410,草加郵便局,2023/12/22 08:33:50,50,持ち出し中
494736127410,草加郵便局,2023/12/22 12:16:04,52,お届け先にお届け済み
494736129355,さいたま中央郵便局,2023/12/22 05:56:25,30,到着
494736129355,さいたま中央郵便局,2023/12/22 13:47:59,50,持ち出し中
494736129355,さいたま中央郵便局,2023/12/22 15:43:47,52,お届け先にお届け済み
494736129952,葛飾新宿郵便局,2023/12/21 22:29:00,30,到着
494736129952,葛飾新宿郵便局,2023/12/22 08:51:55,50,持ち出し中
494736129952,葛飾新宿郵便局,2023/12/22 16:08:15,52,お届け先にお届け済み
494736132531,新仙台郵便局（富谷）,2023/12/22 16:17:00,30,到着
494736132531,新仙台郵便局（富谷）,2023/12/23 13:57:00,52,お届け先にお届け済み
494736132811,鹿児島南郵便局,2023/12/23 04:30:27,30,到着
494736132811,鹿児島南郵便局,2023/12/23 11:10:16,62,差出人に返送
494736132811,城東郵便局,2023/12/25 03:04:28,30,到着
494736132811,城東郵便局,2023/12/25 08:48:16,50,持ち出し中
494736132811,城東郵便局,2023/12/25 13:55:42,52,お届け先にお届け済み
494736137151,浅草郵便局,2023/12/22 04:52:01,30,到着
494736137151,浅草郵便局,2023/12/22 08:25:27,50,持ち出し中
494736137151,浅草郵便局,2023/12/22 12:08:58,52,お届け先にお届け済み
494736138864,瀬戸郵便局,2023/12/22 06:18:52,30,到着
494736138864,瀬戸郵便局,2023/12/22 08:28:56,50,持ち出し中
494736138864,瀬戸郵便局,2023/12/22 11:17:15,52,お届け先にお届け済み
494736138982,蒲田郵便局,2023/12/22 02:55:53,30,到着
494736138982,蒲田郵便局,2023/12/22 08:23:23,50,持ち出し中
494736138982,蒲田郵便局,2023/12/22 12:13:09,52,お届け先にお届け済み
494736139881,長岡郵便局,2023/12/22 16:31:56,30,到着
494736139881,長岡郵便局,2023/12/23 12:08:29,50,持ち出し中
494736139881,長岡郵便局,2023/12/23 12:34:28,52,お届け先にお届け済み
494736140253,宇都宮東郵便局,2023/12/22 03:50:33,30,到着
494736140253,宇都宮東郵便局,2023/12/22 15:44:07,50,持ち出し中
494736140253,宇都宮東郵便局,2023/12/22 15:45:47,52,お届け先にお届け済み
494736142832,諫早郵便局,2023/12/23 06:10:26,30,到着
494736142832,諫早郵便局,2023/12/23 10:14:31,50,持ち出し中
494736142832,諫早郵便局,2023/12/23 11:05:01,52,お届け先にお届け済み
494736149014,大崎郵便局,2023/12/22 03:25:56,90,※事故
494736149014,品川郵便局,2023/12/22 21:48:06,30,到着
494736149014,品川郵便局,2023/12/23 13:53:53,50,持ち出し中
494736149014,品川郵便局,2023/12/23 14:44:27,52,お届け先にお届け済み
494736150941,鹿児島南郵便局,2023/12/23 04:29:56,30,到着
494736150941,鹿児島南郵便局,2023/12/23 12:17:27,50,持ち出し中
494736150941,鹿児島南郵便局,2023/12/23 13:25:39,52,お届け先にお届け済み
494736151416,古河郵便局,2023/12/22 07:18:01,30,到着
494736151416,古河郵便局,2023/12/22 08:32:56,50,持ち出し中
494736151416,古河郵便局,2023/12/22 12:36:47,52,お届け先にお届け済み
494736151431,東根郵便局,2023/12/22 16:26:16,30,到着
494736151431,東根郵便局,2023/12/23 09:01:40,50,持ち出し中
494736151431,東根郵便局,2023/12/23 09:59:43,52,お届け先にお届け済み
494736151744,堺金岡郵便局,2023/12/23 06:34:28,30,到着
494736151744,堺金岡郵便局,2023/12/23 17:44:41,50,持ち出し中
494736151744,堺金岡郵便局,2023/12/23 17:46:16,65,調査中
494736151744,城東郵便局,2023/12/25 05:02:20,30,到着
494736151744,城東郵便局,2023/12/25 08:45:30,50,持ち出し中
494736151744,城東郵便局,2023/12/25 13:55:42,52,お届け先にお届け済み
494736151755,杉並南郵便局,2023/12/22 04:54:40,30,到着
494736151755,杉並南郵便局,2023/12/22 14:18:26,50,持ち出し中
494736151755,杉並南郵便局,2023/12/22 14:56:08,52,お届け先にお届け済み
494736151906,生野郵便局,2023/12/22 19:27:54,30,到着
494736151906,生野郵便局,2023/12/23 12:20:53,50,持ち出し中
494736151906,生野郵便局,2023/12/23 14:21:06,52,お届け先にお届け済み
494736152002,見附郵便局,2023/12/22 15:25:09,30,到着
494736152002,見附郵便局,2023/12/23 08:24:31,50,持ち出し中
494736152002,見附郵便局,2023/12/23 10:56:59,52,お届け先にお届け済み
494736153520,大竹郵便局,2023/12/23 07:45:09,30,到着
494736153520,大竹郵便局,2023/12/23 11:58:31,50,持ち出し中
494736153520,大竹郵便局,2023/12/23 13:16:41,52,お届け先にお届け済み
494736153726,美濃加茂郵便局,2023/12/22 19:23:49,30,到着
494736153726,美濃加茂郵便局,2023/12/23 09:08:54,50,持ち出し中
494736153726,美濃加茂郵便局,2023/12/23 12:16:57,52,お届け先にお届け済み
494736155421,足立郵便局,2023/12/22 02:18:41,30,到着
494736155421,足立郵便局,2023/12/22 08:52:43,50,持ち出し中
494736155421,足立郵便局,2023/12/22 15:38:27,52,お届け先にお届け済み
494736156762,茂原郵便局,2023/12/22 05:25:43,30,到着
494736156762,茂原郵便局（長南）,2023/12/22 09:00:05,30,到着
494736156762,茂原郵便局（長南）,2023/12/22 09:24:07,50,持ち出し中
494736156762,茂原郵便局（長南）,2023/12/22 10:06:18,52,お届け先にお届け済み
494736157215,小平郵便局,2023/12/22 06:52:47,30,到着
494736157355,調布郵便局,2023/12/22 06:01:38,30,到着
494736157355,調布郵便局,2023/12/22 08:41:05,50,持ち出し中
494736157355,調布郵便局,2023/12/22 14:57:44,52,お届け先にお届け済み
494736157941,大森郵便局,2023/12/22 03:09:33,30,到着
494736157941,大森郵便局,2023/12/22 08:51:29,50,持ち出し中
494736157941,大森郵便局,2023/12/22 17:24:20,52,お届け先にお届け済み
494736157963,市川郵便局,2023/12/22 01:26:57,30,到着
494736157963,市川郵便局,2023/12/22 10:14:24,50,持ち出し中
494736157963,市川郵便局,2023/12/22 15:42:59,52,お届け先にお届け済み
494736158976,八王子郵便局,2023/12/22 03:24:08,30,到着
494736158976,八王子郵便局,2023/12/22 12:03:32,50,持ち出し中
494736158976,八王子郵便局,2023/12/22 15:51:11,52,お届け先にお届け済み
494736159562,上田郵便局,2023/12/22 16:09:44,30,到着
494736159562,上田郵便局,2023/12/23 08:49:46,50,持ち出し中
494736159562,上田郵便局,2023/12/23 13:55:51,52,お届け先にお届け済み
494736159632,金沢中央郵便局,2023/12/24 14:16:58,30,到着
494736159632,金沢中央郵便局,2023/12/24 14:17:05,65,調査中
494736159676,甚目寺郵便局,2023/12/22 07:59:36,30,到着
494736159676,甚目寺郵便局,2023/12/22 14:03:26,50,持ち出し中
494736159676,甚目寺郵便局,2023/12/22 15:27:47,52,お届け先にお届け済み
494736159761,中京郵便局,2023/12/22 15:16:32,30,到着
494736159761,中京郵便局,2023/12/23 12:58:41,50,持ち出し中
494736159761,中京郵便局,2023/12/23 13:37:02,52,お届け先にお届け済み
494736160962,上田郵便局,2023/12/22 16:10:25,30,到着
494736160962,上田郵便局,2023/12/23 09:39:45,50,持ち出し中
494736160962,上田郵便局,2023/12/23 10:55:01,52,お届け先にお届け済み
494736161135,柏郵便局,2023/12/22 03:24:05,30,到着
494736161135,柏郵便局,2023/12/22 17:08:00,50,持ち出し中
494736161135,柏郵便局,2023/12/22 17:08:34,52,お届け先にお届け済み
494736161356,名古屋東郵便局,2023/12/22 05:31:45,30,到着
494736161356,名古屋東郵便局,2023/12/22 11:02:49,50,持ち出し中
494736161356,名古屋東郵便局,2023/12/22 13:05:17,52,お届け先にお届け済み
494736161544,豊川郵便局,2023/12/23 07:12:00,50,持ち出し中
494736161603,千歳郵便局,2023/12/22 02:19:18,30,到着
494736161603,千歳郵便局,2023/12/22 09:38:30,50,持ち出し中
494736161603,千歳郵便局,2023/12/22 16:04:32,52,お届け先にお届け済み
494736161695,神戸山田郵便局,2023/12/23 07:02:30,30,到着
494736161695,神戸山田郵便局,2023/12/23 12:28:39,50,持ち出し中
494736161695,神戸山田郵便局,2023/12/23 15:00:48,52,お届け先にお届け済み
494736161813,知多郵便局,2023/12/22 16:59:45,30,到着
494736161813,知多郵便局,2023/12/23 14:59:36,50,持ち出し中
494736161813,知多郵便局,2023/12/23 16:00:21,52,お届け先にお届け済み
494736162071,板橋北郵便局,2023/12/22 04:33:45,30,到着
494736162071,板橋北郵便局,2023/12/22 08:26:24,50,持ち出し中
494736162071,板橋北郵便局,2023/12/22 14:08:36,52,お届け先にお届け済み
494736163353,牛込郵便局,2023/12/22 02:43:28,30,到着
494736163353,牛込郵便局,2023/12/22 09:35:16,50,持ち出し中
494736163353,牛込郵便局,2023/12/22 15:11:23,52,お届け先にお届け済み
494736164381,八王子西郵便局,2023/12/22 02:49:39,30,到着
494736164381,八王子西郵便局,2023/12/22 08:26:47,50,持ち出し中
494736164381,八王子西郵便局,2023/12/22 11:15:32,52,お届け先にお届け済み
494736165022,曽根郵便局,2023/12/23 07:12:35,30,到着
494736165022,曽根郵便局,2023/12/23 10:46:11,50,持ち出し中
494736165022,曽根郵便局,2023/12/23 14:44:24,52,お届け先にお届け済み
494736165965,鎌倉郵便局,2023/12/22 07:14:48,30,到着
494736165965,鎌倉郵便局,2023/12/22 08:58:29,50,持ち出し中
494736165965,鎌倉郵便局,2023/12/22 10:30:58,52,お届け先にお届け済み
494736166153,美浜郵便局,2023/12/22 04:55:50,30,到着
494736166153,美浜郵便局,2023/12/22 09:24:06,50,持ち出し中
494736166153,美浜郵便局,2023/12/22 11:12:10,52,お届け先にお届け済み
494736166304,王子郵便局,2023/12/22 03:25:54,30,到着
494736166304,王子郵便局,2023/12/22 08:22:26,50,持ち出し中
494736166304,王子郵便局,2023/12/22 09:59:06,52,お届け先にお届け済み
494736166330,東松山郵便局,2023/12/22 06:08:09,30,到着
494736166330,東松山郵便局（嵐山）,2023/12/22 09:12:00,50,持ち出し中
494736166330,東松山郵便局（嵐山）,2023/12/22 10:05:30,52,お届け先にお届け済み
494736166724,さいたま中央郵便局,2023/12/22 05:46:47,30,到着
494736166724,さいたま中央郵便局,2023/12/22 14:10:14,50,持ち出し中
494736166724,さいたま中央郵便局,2023/12/22 15:50:57,52,お届け先にお届け済み
494736167461,仙台東郵便局,2023/12/22 20:10:15,30,到着
494736167461,仙台東郵便局,2023/12/23 17:25:38,50,持ち出し中
494736167461,仙台東郵便局,2023/12/23 18:11:25,52,お届け先にお届け済み
494736167726,石岡郵便局,2023/12/22 04:34:56,30,到着
494736167726,石岡郵便局,2023/12/22 09:20:38,50,持ち出し中
494736167726,石岡郵便局,2023/12/22 15:44:15,52,お届け先にお届け済み
494736168194,新潟中央郵便局,2023/12/22 16:51:35,30,到着
494736168194,新潟中央郵便局,2023/12/23 09:34:17,50,持ち出し中
494736168194,新潟中央郵便局,2023/12/23 15:15:08,52,お届け先にお届け済み
494736168242,鶴見郵便局,2023/12/22 02:46:15,30,到着
494736168242,鶴見郵便局,2023/12/22 14:07:31,50,持ち出し中
494736168242,鶴見郵便局,2023/12/22 15:42:30,52,お届け先にお届け済み
494736168894,熊本中央郵便局,2023/12/23 03:06:57,30,到着
494736168894,熊本中央郵便局,2023/12/23 10:32:49,50,持ち出し中
494736168894,熊本中央郵便局,2023/12/23 13:30:14,52,お届け先にお届け済み
494736169686,天白郵便局,2023/12/22 05:57:21,30,到着
494736169686,天白郵便局,2023/12/22 08:38:50,50,持ち出し中
494736169686,天白郵便局,2023/12/22 16:34:22,52,お届け先にお届け済み
494736170773,大垣郵便局,2023/12/22 15:41:01,30,到着
494736170773,大垣郵便局,2023/12/23 09:50:31,50,持ち出し中
494736170773,大垣郵便局,2023/12/23 16:33:39,52,お届け先にお届け済み
494736172103,北見郵便局,2023/12/23 23:30:25,30,到着
494736172103,北見郵便局,2023/12/24 11:46:35,50,持ち出し中
494736172103,北見郵便局,2023/12/24 13:40:53,52,お届け先にお届け済み
494736172195,博多北郵便局,2023/12/23 03:26:31,30,到着
494736172195,博多北郵便局,2023/12/23 16:30:00,50,持ち出し中
494736172195,博多北郵便局,2023/12/23 16:30:39,52,お届け先にお届け済み
494736173061,豊平郵便局,2023/12/23 06:06:47,30,到着
494736173061,豊平郵便局,2023/12/23 08:21:16,50,持ち出し中
494736173061,豊平郵便局,2023/12/23 10:40:56,52,お届け先にお届け済み
494736173374,岩井郵便局,2023/12/22 06:05:32,30,到着
494736173374,岩井郵便局,2023/12/22 18:02:33,60,※保管
494736173374,岩井郵便局,2023/12/22 08:49:30,50,持ち出し中
494736173374,岩井郵便局,2023/12/22 14:13:26,51,ご不在のため持ち戻り
494736173374,岩井郵便局,2023/12/22 18:02:33,53,窓口でお渡し
494736173680,さいたま中央郵便局,2023/12/22 05:46:54,30,到着
494736173680,さいたま中央郵便局,2023/12/22 08:34:24,50,持ち出し中
494736173680,さいたま中央郵便局,2023/12/22 10:18:04,52,お届け先にお届け済み
494736173750,富士郵便局,2023/12/22 07:12:38,30,到着
494736173750,富士郵便局,2023/12/22 09:41:43,50,持ち出し中
494736173750,富士郵便局,2023/12/22 11:46:33,52,お届け先にお届け済み
494736174214,鎌倉郵便局,2023/12/22 07:11:38,30,到着
494736174214,鎌倉郵便局,2023/12/22 08:29:03,50,持ち出し中
494736174214,鎌倉郵便局,2023/12/22 08:29:21,65,調査中
494736174214,城東郵便局,2023/12/23 03:14:06,30,到着
494736174214,城東郵便局,2023/12/23 10:16:49,50,持ち出し中
494736174214,城東郵便局,2023/12/23 15:15:17,52,お届け先にお届け済み
494736175850,佐倉郵便局,2023/12/22 06:26:17,30,到着
494736175850,佐倉郵便局,2023/12/22 08:14:33,50,持ち出し中
494736175850,佐倉郵便局,2023/12/22 12:36:14,52,お届け先にお届け済み
494736176222,杉並郵便局,2023/12/22 05:39:46,30,到着
494736176222,杉並郵便局,2023/12/22 11:36:00,50,持ち出し中
494736176222,杉並郵便局,2023/12/22 11:36:59,52,お届け先にお届け済み
494736176664,上尾郵便局,2023/12/22 03:37:15,30,到着
494736176664,上尾郵便局,2023/12/22 08:29:06,50,持ち出し中
494736176664,上尾郵便局,2023/12/22 16:49:25,52,お届け先にお届け済み
494736176815,晴海郵便局,2023/12/22 02:24:50,30,到着
494736176815,晴海郵便局（京橋）,2023/12/22 12:34:00,50,持ち出し中
494736176815,晴海郵便局（京橋）,2023/12/22 12:34:46,65,調査中
494736176815,城東郵便局,2023/12/23 03:15:10,30,到着
494736176815,城東郵便局,2023/12/23 10:16:56,50,持ち出し中
494736176815,城東郵便局,2023/12/23 15:15:17,52,お届け先にお届け済み
494736176900,豊田北郵便局,2023/12/22 18:25:29,30,到着
494736176900,豊田北郵便局,2023/12/23 09:19:09,50,持ち出し中
494736176900,豊田北郵便局,2023/12/23 11:33:42,52,お届け先にお届け済み
